title,startDate,endDate,season,seasonYear,tags,format,status,episodes,genres,popularity,averageScore,countryOfOrigin,source,studios,rankings
Revolutionary Girl Utena,4-1997,12-1997,SPRING,1997.0,"['Coming of Age', 'Female Protagonist', 'Philosophy', 'Fairy Tale', 'Tomboy', 'LGBTQ+ Themes', 'Ensemble Cast', 'Incest', 'Swordplay', 'Yuri', 'Bisexual', 'Primarily Teen Cast', 'Tragedy', 'Surreal Comedy', 'Age Gap', 'School', 'Conspiracy', 'Love Triangle', 'Ojou-sama', 'Henshin', 'Rape', 'Memory Manipulation', 'Fencing', 'Meta', 'Episodic', 'Crossdressing', 'Magic', 'Witch', 'Bullying', 'Twins', 'Kuudere', 'Suicide', 'Astronomy', 'Boarding School', 'Athletics', 'Body Swapping']",TV,FINISHED,39.0,"['Drama', 'Fantasy', 'Mystery', 'Psychological', 'Romance']",56356,81.0,JP,ORIGINAL,J.C. Staff,168.0
Revolutionary Girl Utena: The Adolescence of Utena,8-1999,8-1999,SUMMER,1999.0,"['Coming of Age', 'LGBTQ+ Themes', 'Primarily Female Cast', 'Female Protagonist', 'Swordplay', 'Magic', 'Philosophy', 'Yuri', 'Tomboy', 'Bisexual', 'Primarily Teen Cast', 'Cars', 'School', 'Nudity', 'Twins', 'Kuudere', 'Rape', 'Drugs', 'Boarding School']",MOVIE,FINISHED,1.0,"['Drama', 'Fantasy', 'Mystery', 'Psychological', 'Romance']",14635,77.0,JP,ORIGINAL,J.C. Staff,168.0
Naruto the Movie: Ninja Clash in the Land of Snow,8-2004,8-2004,SUMMER,2004.0,"['Ninja', 'Shounen', 'Male Protagonist', 'Super Power', 'Primarily Child Cast', 'Acting', 'Trains', 'Orphan', 'Drugs', 'Anachronism', 'Primarily Male Cast', 'Historical']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",41369,67.0,JP,MANGA,Studio Pierrot,136.0
Please☆Teacher!: Secret Couple,10-2002,10-2002,FALL,2002.0,"['Teacher', 'Age Gap', 'Aliens', 'Heterosexual', 'Kuudere']",OVA,FINISHED,1.0,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",6885,67.0,JP,ORIGINAL,Bandai Visual,9.0
Maria Watches Over Us: Printemps,7-2004,9-2004,SUMMER,2004.0,"['Yuri', 'School', 'Boarding School', 'Female Protagonist', 'Primarily Female Cast', 'Coming of Age', 'Ojou-sama', 'Episodic', 'Ensemble Cast']",TV,FINISHED,13.0,"['Drama', 'Romance']",4928,72.0,JP,LIGHT_NOVEL,Studio DEEN,16.0
Tales of Eternia,1-2001,3-2001,WINTER,2001.0,[],TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",2878,55.0,JP,VIDEO_GAME,Production I.G,58.0
Knight Hunters Eternity,11-2002,3-2003,FALL,2002.0,"['Primarily Male Cast', 'Crime', 'Assassins']",TV,FINISHED,13.0,"['Action', 'Drama']",1362,54.0,JP,LIGHT_NOVEL,ufotable,59.0
Knight Hunters,4-1998,10-1998,SPRING,1998.0,"['Primarily Male Cast', 'Male Protagonist', 'Crime', 'Assassins', 'Urban', 'Terrorism', 'Memory Manipulation']",TV,FINISHED,25.0,"['Action', 'Drama']",2558,57.0,JP,LIGHT_NOVEL,Polygram Japan,35.0
Tenjho Tenge: The Ultimate Fight,3-2005,3-2005,SPRING,2005.0,"['Shounen', 'School', 'Martial Arts', 'Delinquents']",OVA,FINISHED,2.0,"['Adventure', 'Drama', 'Romance', 'Supernatural']",5667,64.0,JP,MANGA,MADHOUSE,17.0
InuYasha the Movie 4: Fire on the Mystic Island,12-2004,12-2004,WINTER,2005.0,"['Demons', 'Youkai', 'Heterosexual', 'Male Protagonist', 'Shounen', 'Isekai', 'Historical', 'Swordplay', 'Shapeshifting', 'Kuudere', 'Monster Boy', 'Monster Girl']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",12807,72.0,JP,MANGA,Sunrise,5.0
InuYasha the Movie 2: The Castle Beyond the Looking Glass,12-2002,12-2002,WINTER,2003.0,"['Demons', 'Shounen', 'Isekai', 'Youkai', 'Heterosexual', 'Historical', 'Magic', 'Shapeshifting', 'Male Protagonist', 'Kuudere']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",14125,73.0,JP,MANGA,Kyoto Animation,4.0
InuYasha the Movie 3: Swords of an Honorable Ruler,12-2003,12-2003,WINTER,2004.0,"['Demons', 'Shounen', 'Swordplay', 'Youkai', 'Heterosexual', 'Monster Boy', 'Historical', 'Isekai', 'Kemonomimi', 'Shapeshifting', 'Kuudere']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",13426,74.0,JP,MANGA,Kyoto Animation,288.0
InuYasha the Movie: Affections Touching Across Time,12-2001,12-2001,WINTER,2002.0,"['Demons', 'Shounen', 'Isekai', 'Youkai', 'Swordplay', 'Shapeshifting', 'Heterosexual', 'Tsundere', 'Historical', 'Kuudere']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",14512,72.0,JP,MANGA,Sunrise,7.0
.hack//Gift,11-2003,11-2003,FALL,2003.0,"['Virtual World', 'Parody']",OVA,FINISHED,1.0,"['Comedy', 'Fantasy']",3103,54.0,JP,ORIGINAL,Bee Train,21.0
Fantastic Children,10-2004,3-2005,FALL,2004.0,"['Reincarnation', 'Tragedy', 'Primarily Child Cast', 'Foreign', 'Lost Civilization', 'Ensemble Cast', 'Philosophy', 'Historical', 'Detective', 'Urban Fantasy', 'Space', 'Rural', 'Male Protagonist', 'Love Triangle', 'Amnesia', 'Orphan', 'Age Regression', 'Astronomy', 'Heterosexual', 'Fugitive', 'Guns', 'Robots', 'Torture']",TV,FINISHED,26.0,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']",7464,71.0,JP,ORIGINAL,Nippon Animation,19.0
Best Student Council,4-2005,9-2005,SPRING,2005.0,"['School', 'School Club', 'Primarily Female Cast', 'Female Protagonist', 'Super Power', 'Kuudere']",TV,FINISHED,26.0,"['Comedy', 'Slice of Life']",3304,63.0,JP,ORIGINAL,J.C. Staff,62.0
MUSHI-SHI,10-2005,6-2006,FALL,2005.0,"['Environmental', 'Youkai', 'Mythology', 'Episodic', 'Philosophy', 'Male Protagonist', 'Rural', 'Travel', 'Tragedy', 'Outdoor', 'Seinen', 'Historical', 'Iyashikei', 'Amnesia', 'Primarily Adult Cast', 'Urban Fantasy', 'Cult', 'Suicide', 'Coastal']",TV,FINISHED,26.0,"['Adventure', 'Fantasy', 'Mystery', 'Psychological', 'Slice of Life', 'Supernatural']",140853,85.0,JP,MANGA,Artland,63.0
I Dream of Mimi,4-1997,9-1997,SPRING,1997.0,"['Seinen', 'Nudity', 'Magic', 'Artificial Intelligence', 'Robots', 'Cosmic Horror']",OVA,FINISHED,3.0,"['Comedy', 'Ecchi', 'Sci-Fi']",2572,57.0,JP,MANGA,OLM,12.0
ONE PIECE: The Movie,3-2000,3-2000,WINTER,2000.0,"['Pirates', 'Shounen', 'Super Power', 'Ensemble Cast', 'Primarily Male Cast', 'Male Protagonist', 'Ships', 'Primarily Adult Cast', 'Food', 'Kuudere', 'Swordplay']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",24741,67.0,JP,ORIGINAL,Toei Animation,228.0
One Piece: Clockwork Island Adventure,3-2001,3-2001,SPRING,2001.0,"['Pirates', 'Shounen', 'Ensemble Cast', 'Super Power', 'Crime', 'Battle Royale', 'Male Protagonist', 'Kuudere', 'Primarily Male Cast']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",19213,67.0,JP,ORIGINAL,Toei Animation,290.0
One Piece: Chopper’s Kingdom on the Island of Strange Animals,3-2002,3-2002,SPRING,2002.0,"['Pirates', 'Animals', 'Shounen', 'Ensemble Cast', 'Ships', 'Super Power', 'Male Protagonist', 'Shapeshifting', 'Primarily Male Cast', 'Kuudere']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",16471,64.0,JP,ORIGINAL,Toei Animation,11.0
One Piece The Movie: The Dead End Adventure,3-2003,3-2003,SPRING,2003.0,"['Pirates', 'Shounen', 'Ensemble Cast', 'Ships', 'Super Power', 'Revenge', 'Gambling', 'Fugitive', 'Male Protagonist', 'Shapeshifting', 'Kuudere', 'Primarily Male Cast']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",18497,72.0,JP,ORIGINAL,Toei Animation,298.0
One Piece: The Curse of the Sacred Sword,3-2004,3-2004,SPRING,2004.0,"['Pirates', 'Shounen', 'Super Power', 'Swordplay', 'Ensemble Cast', 'Magic', 'Orphan', 'Male Protagonist', 'Ships', 'Cult', 'Shapeshifting', 'Handball', 'Animals', 'Fairy Tale', 'Kuudere', 'Fugitive']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",15481,67.0,JP,ORIGINAL,Toei Animation,13.0
One Piece: Baron Omatsuri and the Secret Island,3-2005,3-2005,SPRING,2005.0,"['Ensemble Cast', 'Pirates', 'Male Protagonist', 'Revenge', 'Shounen', 'Super Power', 'Anthropomorphism', 'Tragedy', 'Archery', 'Philosophy', 'Family Life', 'Zombie', 'Kuudere']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Fantasy']",23264,77.0,JP,ORIGINAL,Toei Animation,180.0
One Piece: Mega Mecha Soldier of Karakuri Castle,3-2006,3-2006,SPRING,2006.0,"['Pirates', 'Shounen', 'Ensemble Cast', 'Robots', 'Super Power', 'Anthropomorphism', 'Male Protagonist', 'Ships', 'Shapeshifting', 'Swordplay', 'Samurai', 'Butler', 'Super Robot', 'Kuudere']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Fantasy']",14298,67.0,JP,ORIGINAL,Toei Animation,11.0
One Piece: Defeat the Pirate Ganzack!,7-1998,7-1998,SUMMER,1998.0,"['Shounen', 'Pirates', 'Male Protagonist', 'Ships', 'Slavery', 'Super Power', 'Swordplay']",OVA,FINISHED,1.0,"['Adventure', 'Comedy', 'Fantasy']",9436,64.0,JP,MANGA,Production I.G,11.0
Ghost in the Shell: Stand Alone Complex,10-2002,3-2003,FALL,2002.0,"['Cyberpunk', 'Politics', 'Police', 'Episodic', 'Robots', 'Philosophy', 'Seinen', 'Artificial Intelligence', 'Work', 'Cyborg', 'Crime', 'Military', 'CGI', 'Female Protagonist', 'Conspiracy', 'Primarily Adult Cast', 'Real Robot', 'Detective', 'Guns', 'Primarily Male Cast', 'Body Swapping', 'Dystopian', 'Memory Manipulation', 'Kuudere', 'Bisexual']",TV,FINISHED,26.0,"['Action', 'Mystery', 'Psychological', 'Sci-Fi']",60726,82.0,JP,MANGA,Production I.G,143.0
Ghost in the Shell 2: Innocence,3-2004,3-2004,SPRING,2004.0,"['Philosophy', 'Cyberpunk', 'Police', 'Artificial Intelligence', 'Male Protagonist', 'CGI', 'Female Protagonist', 'Robots', 'Seinen', 'Kuudere', 'Primarily Adult Cast', 'Noir', 'Photography', 'Cyborg', 'Military']",MOVIE,FINISHED,1.0,"['Action', 'Psychological', 'Sci-Fi']",28921,75.0,JP,MANGA,Production I.G,276.0
Karin: Chibi Vampire,11-2005,5-2006,FALL,2005.0,"['Vampire', 'School', 'Heterosexual', 'Female Protagonist', 'Shounen', 'Memory Manipulation', 'Kuudere']",TV,FINISHED,24.0,"['Comedy', 'Romance', 'Supernatural']",21089,67.0,JP,MANGA,J.C. Staff,42.0
Okusama wa Joshikousei,7-2005,9-2005,SUMMER,2005.0,"['Age Gap', 'School', 'Heterosexual', 'Love Triangle', 'Female Protagonist', 'Male Protagonist', 'Teacher', 'Marriage']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",4562,56.0,JP,MANGA,MADHOUSE,86.0
To Heart 2,10-2005,12-2005,FALL,2005.0,"['School', 'Female Harem', 'Kuudere']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",3474,58.0,JP,VISUAL_NOVEL,OLM,78.0
To Heart,4-1999,6-1999,SPRING,1999.0,"['School', 'Heterosexual', 'Female Harem', 'Male Protagonist', 'Iyashikei', 'Robots', 'Love Triangle', 'Athletics', 'Super Power']",TV,FINISHED,13.0,"['Drama', 'Romance', 'Slice of Life']",5927,61.0,JP,VISUAL_NOVEL,KSS,31.0
Tide-Line Blue,7-2005,9-2005,SUMMER,2005.0,"['Military', 'Post-Apocalyptic', 'Ships']",TV,FINISHED,12.0,"['Action', 'Adventure', 'Drama']",1476,58.0,JP,ORIGINAL,Bandai Visual,77.0
Macross Plus,8-1994,6-1995,SUMMER,1994.0,"['Love Triangle', 'Space', 'Military', 'Heterosexual', 'Aviation', 'Artificial Intelligence', 'Real Robot', 'Idol', 'Primarily Adult Cast', 'Space Opera', 'CGI', 'Aliens']",OVA,FINISHED,4.0,"['Action', 'Drama', 'Mecha', 'Music', 'Romance', 'Sci-Fi']",11335,74.0,JP,ORIGINAL,Triangle Staff,1.0
Hotori: Tada Saiwai wo Koinegau,8-2005,8-2005,SUMMER,2005.0,"['Artificial Intelligence', 'Robots', 'Tragedy', 'Amnesia']",MOVIE,FINISHED,1.0,"['Drama', 'Sci-Fi']",1501,63.0,JP,,Sunrise,23.0
Skating Rink Kaleidoscope,10-2005,12-2005,FALL,2005.0,"['Ice Skating', 'Ghost', 'Dissociative Identities', 'Tragedy', 'Female Protagonist', 'Aviation', 'Conspiracy']",TV,FINISHED,12.0,"['Drama', 'Romance', 'Sports', 'Supernatural']",6543,67.0,JP,LIGHT_NOVEL,Aniplex,37.0
ARIA The ANIMATION,10-2005,12-2005,FALL,2005.0,"['Iyashikei', 'Ships', 'Work', 'Female Protagonist', 'Foreign', 'Philosophy', 'Primarily Female Cast', 'Primarily Teen Cast', 'Urban Fantasy', 'Episodic', 'Space', 'Cute Girls Doing Cute Things', 'Time Manipulation', 'Kuudere', 'Animals', 'Shounen', 'Chibi', 'Tanned Skin', 'Urban']",TV,FINISHED,13.0,"['Fantasy', 'Sci-Fi', 'Slice of Life']",42352,75.0,JP,MANGA,Hal Film Maker,10.0
Aquarion,4-2005,9-2005,SPRING,2005.0,"['Super Power', 'Super Robot', 'Dissociative Identities', 'CGI', 'Vampire', 'Alternate Universe', 'Aliens', 'Post-Apocalyptic', ""Boys' Love""]",TV,FINISHED,26.0,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Supernatural']",13256,66.0,JP,ORIGINAL,Satelight,45.0
The Law of Ueki,4-2005,3-2006,SPRING,2005.0,"['Shounen', 'Gods', 'Super Power', 'Urban Fantasy', 'Battle Royale']",TV,FINISHED,51.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",16486,73.0,JP,MANGA,NBCUniversal Entertainment Japan,16.0
Yu-Gi-Oh!,4-2000,9-2004,SPRING,2000.0,"['Card Battle', 'Shounen', 'Male Protagonist', 'Urban Fantasy', 'Reincarnation', 'Mythology', 'Magic', 'Historical', 'Dragons', 'Dissociative Identities', 'Death Game', 'Proxy Battle']",TV,FINISHED,224.0,"['Adventure', 'Fantasy']",63662,72.0,JP,MANGA,Studio Gallop,5.0
Yu-Gi-Oh! GX,10-2004,3-2008,FALL,2004.0,"['Card Battle', 'School', 'Male Protagonist', 'Shounen', 'Urban Fantasy', 'Alternate Universe']",TV,FINISHED,180.0,"['Action', 'Comedy', 'Fantasy']",36280,69.0,JP,ORIGINAL,Toei Animation,27.0
Kurau Phantom Memory,6-2004,12-2004,SUMMER,2004.0,"['Space', 'Super Power', 'Fugitive', 'Female Protagonist', 'Philosophy', 'Aliens', 'Crime', 'Urban Fantasy', 'Coming of Age', 'Episodic', 'Foreign', 'Shapeshifting', 'Dissociative Identities', 'Kuudere']",TV,FINISHED,24.0,"['Action', 'Drama', 'Sci-Fi']",5405,65.0,JP,ORIGINAL,bones,41.0
Saiyuki Requiem,8-2001,8-2001,SUMMER,2001.0,['Shounen'],MOVIE,FINISHED,1.0,"['Adventure', 'Supernatural']",1416,66.0,JP,MANGA,Studio Pierrot,14.0
Damekko Doubutsu,1-2005,2-2005,WINTER,2005.0,"['Primarily Male Cast', 'Animals', 'Episodic', 'Chibi', 'Rural']",TV_SHORT,FINISHED,26.0,"['Comedy', 'Slice of Life']",1581,62.0,JP,MANGA,Kids Station,2.0
Kino's Journey,4-2003,7-2003,SPRING,2003.0,"['Female Protagonist', 'Philosophy', 'Episodic', 'Travel', 'Foreign', 'Tragedy', 'Motorcycles', 'Achronological Order', 'Dystopian', 'Guns', 'Rural', 'Steampunk', 'Agender', 'Politics', 'Cannibalism', 'Robots', 'Kuudere', 'Mopeds', 'Tanks']",TV,FINISHED,13.0,"['Adventure', 'Drama', 'Fantasy', 'Psychological', 'Slice of Life']",67171,81.0,JP,LIGHT_NOVEL,WOWOW,187.0
GIRLS Bravo: second season,1-2005,4-2005,WINTER,2005.0,"['Nudity', 'Female Harem', 'Magic', 'Male Protagonist', 'Primarily Female Cast', 'Primarily Teen Cast']",TV,FINISHED,13.0,"['Comedy', 'Ecchi', 'Romance']",10908,60.0,JP,MANGA,NBCUniversal Entertainment Japan,72.0
Strawberry Marshmallow,7-2005,10-2005,SUMMER,2005.0,"['Cute Girls Doing Cute Things', 'Primarily Female Cast', 'Female Protagonist', 'Primarily Child Cast', 'School', 'Language Barrier', 'Surreal Comedy', 'Shounen']",TV,FINISHED,12.0,"['Comedy', 'Slice of Life']",24017,74.0,JP,MANGA,Daume,14.0
Kamichu!,6-2005,9-2005,SUMMER,2005.0,"['Female Protagonist', 'Gods', 'Urban Fantasy', 'Iyashikei', 'Episodic', 'Mythology', 'Youkai', 'Primarily Child Cast', 'School', 'Primarily Female Cast', 'Rural', 'Cute Girls Doing Cute Things', 'Shrine Maiden', 'Magic', 'Aliens', 'Anthropomorphism']",TV,FINISHED,12.0,"['Comedy', 'Slice of Life', 'Supernatural']",13935,69.0,JP,ORIGINAL,Aniplex,27.0
Pani Poni Dash!,7-2005,12-2005,SUMMER,2005.0,"['Parody', 'School', 'Surreal Comedy', 'Teacher', 'Meta', 'Primarily Teen Cast', 'Episodic', 'Ensemble Cast', 'Female Protagonist', 'Primarily Female Cast', 'Aliens', 'Shounen', 'Cute Girls Doing Cute Things', 'Robots', 'Twins', 'Anachronism', 'Kuudere', 'Card Battle', 'Gods']",TV,FINISHED,26.0,['Comedy'],13030,69.0,JP,MANGA,Shaft,29.0
Akahori's Heretical Hour Love Game,7-2005,9-2005,SUMMER,2005.0,"['Magic', 'Parody', 'Real Robot', 'Primarily Female Cast', 'Witch', 'Henshin']",TV,FINISHED,13.0,['Comedy'],1381,54.0,JP,ORIGINAL,Radix,90.0
Armitage III: Dual Matrix,6-2002,6-2002,SUMMER,2002.0,"['Cyberpunk', 'Artificial Intelligence', 'Primarily Adult Cast', 'Robots', 'Conspiracy', 'Urban', 'Politics']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",2668,61.0,JP,ORIGINAL,AIC,16.0
Armitage III: POLY-MATRIX,4-1996,4-1996,SPRING,1996.0,"['Cyberpunk', 'Robots', 'Conspiracy', 'Artificial Intelligence', 'Police', 'Primarily Adult Cast', 'Guns', 'Terrorism', 'Philosophy', 'Urban', 'Military']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Mecha', 'Romance', 'Sci-Fi']",2063,64.0,JP,ORIGINAL,Pioneer LDC,10.0
Sorcerer Hunters,10-1995,3-1996,FALL,1995.0,"['Magic', 'Shounen', 'Episodic', 'Male Protagonist', 'Love Triangle', 'Primarily Male Cast']",TV,FINISHED,26.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",4510,61.0,JP,MANGA,Xebec,21.0
The Dagger of Kamui,9-1985,9-1985,SUMMER,1985.0,"['Historical', 'War', 'Ninja', 'Revenge', 'Guns', 'Ships', 'Slavery', 'Animals', 'Drugs', 'Swordplay']",MOVIE,FINISHED,1.0,"['Adventure', 'Drama', 'Fantasy']",2296,60.0,JP,OTHER,MADHOUSE,0.0
"YAMIBO: Darkness, the Hat, and Travelers of the Books",10-2003,12-2003,FALL,2003.0,"['Yuri', 'Primarily Female Cast', 'Magic', 'Achronological Order', 'Female Protagonist', 'Nudity', 'Episodic', 'Kemonomimi', 'Alternate Universe', 'Swordplay', 'Demons', 'Memory Manipulation', 'Isekai', 'Kuudere']",TV,FINISHED,13.0,"['Adventure', 'Ecchi', 'Fantasy', 'Mystery']",4912,58.0,JP,VISUAL_NOVEL,Studio DEEN,60.0
Hyper Combat Unit Dangaioh,9-1987,7-1989,FALL,1987.0,"['Super Robot', 'Aliens', 'Super Power', 'Pirates', 'Space', 'Amnesia', 'Male Protagonist', 'Female Protagonist', 'Robots']",OVA,FINISHED,3.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",2701,57.0,JP,ORIGINAL,AIC,0.0
Demon City Shinjuku,10-1988,10-1988,FALL,1988.0,"['Demons', 'Urban', 'Urban Fantasy', 'Swordplay', 'Heterosexual', 'Male Protagonist', 'Super Power', 'Gore', 'Dystopian', 'Martial Arts', 'Nudity']",OVA,FINISHED,1.0,"['Action', 'Adventure', 'Horror', 'Romance', 'Supernatural']",5816,56.0,JP,OTHER,MADHOUSE,0.0
Doraemon,4-1973,9-1973,SPRING,1973.0,"['Kids', 'Shounen']",TV,FINISHED,26.0,"['Adventure', 'Comedy', 'Fantasy']",4788,71.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Dragon Ball: Curse of the Blood Rubies,12-1986,12-1986,FALL,1986.0,"['Shounen', 'Super Power', 'Martial Arts', 'Male Protagonist', 'Aviation', 'Travel']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy']",12452,63.0,JP,MANGA,Toei Animation,0.0
The Eternal Aseria,6-2005,3-2006,SUMMER,2005.0,"['Swordplay', 'Isekai', 'Primarily Female Cast', 'Magic', 'Male Protagonist']",OVA,FINISHED,2.0,"['Adventure', 'Drama', 'Fantasy']",1035,43.0,JP,VISUAL_NOVEL,Studio Matrix,0.0
Fatal Fury: The Motion Picture,7-1994,7-1994,SUMMER,1994.0,"['Martial Arts', 'Male Protagonist', 'Foreign']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Drama', 'Romance']",2488,59.0,JP,VIDEO_GAME,Shouchiku,11.0
Twin Princesses of the Wonder Planet,4-2005,3-2006,SPRING,2005.0,"['Magic', 'Primarily Child Cast', 'Twins', 'Female Protagonist', 'Primarily Female Cast']",TV,FINISHED,51.0,"['Comedy', 'Fantasy', 'Mahou Shoujo']",2751,67.0,JP,ORIGINAL,Hal Film Maker,39.0
Glass Mask,4-1984,9-1984,SPRING,1984.0,"['Acting', 'Shoujo', 'Female Protagonist', 'Work', 'Age Gap', 'Classic Literature', 'Ojou-sama', 'Coming of Age', 'Heterosexual']",TV,FINISHED,23.0,"['Drama', 'Romance']",3340,67.0,JP,MANGA,Eiken,0.0
Gravitation: Lyrics of Love,7-1999,9-1999,SUMMER,1999.0,"[""Boys' Love"", 'Male Protagonist', 'Primarily Male Cast', 'Band', 'Shoujo', 'Kuudere', 'Idol', 'Primarily Adult Cast', 'Yandere']",OVA,FINISHED,2.0,"['Comedy', 'Music', 'Romance']",3536,62.0,JP,MANGA,Plum,5.0
Hamtaro,7-2000,3-2004,SUMMER,2000.0,"['Kids', 'Animals', 'Male Protagonist', 'Love Triangle', 'Ensemble Cast', 'Anthropomorphism', 'Episodic', 'Twins', 'Primarily Animal Cast']",TV,FINISHED,193.0,"['Adventure', 'Comedy', 'Slice of Life']",10815,65.0,JP,MANGA,Shogakukan-Shueisha Productions,16.0
I My Me! Strawberry Eggs,7-2001,9-2001,SUMMER,2001.0,"['Crossdressing', 'School', 'Age Gap', 'Primarily Female Cast', 'Male Protagonist', 'Femboy']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",5296,62.0,JP,ORIGINAL,NBCUniversal Entertainment Japan,38.0
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,10-2004,12-2004,FALL,2004.0,"['Female Harem', 'Love Triangle', 'School']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Romance']",1179,48.0,JP,VISUAL_NOVEL,Arms,100.0
Moeyo Ken,7-2005,9-2005,SUMMER,2005.0,['Historical'],TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Fantasy']",1150,53.0,JP,VIDEO_GAME,Trinet Entertainment,92.0
Kiki's Delivery Service,7-1989,7-1989,SUMMER,1989.0,"['Witch', 'Coming of Age', 'Female Protagonist', 'Magic', 'Work', 'Aviation', 'Travel', 'Motorcycles', 'Urban', 'Iyashikei']",MOVIE,FINISHED,1.0,"['Adventure', 'Drama', 'Fantasy', 'Slice of Life']",130309,81.0,JP,OTHER,Studio Ghibli,61.0
Castle in the Sky,8-1986,8-1986,SUMMER,1986.0,"['Lost Civilization', 'Steampunk', 'Environmental', 'Pirates', 'Aviation', 'Travel', 'Fugitive', 'Female Protagonist', 'Military', 'Male Protagonist', 'Heterosexual', 'Robots', 'Guns', 'Trains']",MOVIE,FINISHED,1.0,"['Adventure', 'Fantasy', 'Sci-Fi']",96009,80.0,JP,ORIGINAL,Studio Ghibli,81.0
Le Portrait de Petit Cossette,4-2004,12-2004,SPRING,2004.0,"['Ghost', 'Denpa', 'Revenge', 'Drawing', 'Female Protagonist', 'Male Protagonist', 'Tragedy', 'Gore', 'Body Horror', 'CGI', 'Isekai', 'Nudity', 'Magic']",OVA,FINISHED,3.0,"['Drama', 'Horror', 'Psychological', 'Romance', 'Supernatural']",14586,64.0,JP,ORIGINAL,Aniplex,11.0
Legend of Crystania: The Motion Picture,7-1995,7-1995,SUMMER,1995.0,"['Magic', 'Elf', 'War', 'Swordplay', 'Isekai']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",1435,51.0,JP,,Kadokawa Shoten,24.0
Sgt. Frog,4-2004,4-2011,SPRING,2004.0,"['Aliens', 'Otaku Culture', 'Meta', 'Space', 'Ensemble Cast', 'Shounen', 'Parody', 'Episodic', 'Anti-Hero', 'Military', 'Ninja', 'Cosmic Horror', 'Ghost', 'Robots', 'Kuudere']",TV,FINISHED,358.0,"['Comedy', 'Sci-Fi']",13088,73.0,JP,MANGA,Sunrise,12.0
School Rumble OVA,12-2005,12-2005,WINTER,2005.0,"['School', 'Love Triangle', 'Shounen', 'Delinquents', 'Kuudere', 'Heterosexual']",OVA,FINISHED,2.0,"['Comedy', 'Romance']",8217,73.0,JP,MANGA,Funimation,4.0
Magical Princess Minky Momo,3-1982,5-1983,SPRING,1982.0,"['Magic', 'Female Protagonist', 'Henshin', 'Animals', 'Episodic', 'Reincarnation']",TV,FINISHED,63.0,['Mahou Shoujo'],2950,61.0,JP,ORIGINAL,Ashi Productions,0.0
Mahoraba ~HeartfuL days~,1-2005,6-2005,WINTER,2005.0,"['Kuudere', 'Crossdressing', 'Henshin', 'Heterosexual', 'Primarily Female Cast', 'Dissociative Identities', 'Female Harem', 'Male Protagonist', 'Shounen']",TV,FINISHED,26.0,"['Comedy', 'Drama', 'Romance']",4240,68.0,JP,MANGA,J.C. Staff,31.0
Marmalade Boy Movie,3-1995,3-1995,SPRING,1995.0,"['Shoujo', 'Male Protagonist', 'Tennis', 'Marriage']",MOVIE,FINISHED,1.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",1972,65.0,JP,MANGA,Discotek,14.0
